id,pubchemcid,name,created_at,updated_at,mesh,pubchemsid
6009,10430,isovaleric acid,2021-05-06 06:50:11,2021-06-02 13:56:54,C008216,53790102
6010,73672,isoxaben,2021-05-06 06:50:11,2021-06-02 13:56:57,C057467,53788238
6011,513197,isoxanthohumol,2021-05-06 06:50:11,2021-06-02 13:57:01,C512910,53790368
6012,9254,Isoxazoles,2021-05-06 06:50:12,2021-06-02 13:57:04,D007555,134223729
6013,3783,Isoxsuprine,2021-05-06 06:50:13,2021-06-02 13:57:07,D007556,134223624
6014,9824145,ispronicline,2021-05-06 06:50:13,2021-06-02 13:57:10,C490152,96099820
6015,3784,Isradipine,2021-05-06 06:50:14,2021-06-02 13:57:13,D017275,53787103
6016,5311037,istradefylline,2021-05-06 06:50:16,2021-06-02 13:57:16,C111599,92729739
6017,3792,itopride,2021-05-06 06:50:16,2021-06-02 13:57:19,C102254,249815126
6018,6917738,Itraconazole,2021-05-06 06:50:16,2021-06-02 13:57:22,D017964,53787365
6019,219104,IV 2 compound,2021-05-06 06:50:24,2021-06-02 13:57:25,C412893,387059737
6020,132999,Ivabradine,2021-05-06 06:50:24,2021-06-02 13:57:28,D000077550,376229592
6021,16220172,ivacaftor,2021-05-06 06:50:25,2021-06-02 13:57:31,C545203,135653729
6022,,Ivermectin,2021-05-06 06:50:25,2021-06-02 13:57:33,D007559,53790480
6023,44483163,IWR-1 compound,2021-05-06 06:50:39,2021-06-02 13:57:36,C585534,321941750
6024,49867936,ixazomib,2021-05-06 06:50:40,2021-06-02 13:57:40,C548400,313389822
6025,,J2326 compound,2021-05-06 06:50:40,2021-06-02 13:57:42,C000603033,440962797
6026,5379096,jaceosidin,2021-05-06 06:50:41,2021-06-02 13:57:45,C477508,336286996
6027,442741,jacobine,2021-05-06 06:50:43,2021-06-02 13:57:48,C013581,405281143
6028,,JAI-51,2021-05-06 06:50:43,2021-06-02 13:57:50,C545474,172819116
6029,,Janus Kinase Inhibitors,2021-05-06 06:50:45,2021-06-02 13:57:52,D000075242,377766199
6030,92043553,jasmine oil,2021-05-06 06:50:45,2021-06-02 13:57:55,C054862,376229700
6031,9831636,jasplakinolide,2021-05-06 06:50:46,2021-06-02 13:57:58,C057531,125317217
6032,72323,jatrorrhizine,2021-05-06 06:50:54,2021-06-02 13:58:01,C055785,135727577
6033,,JB-788,2021-05-06 06:50:54,2021-06-02 13:58:03,C554161,134223525
6034,49817544,JBIR-99,2021-05-06 06:50:54,2021-06-02 13:58:06,C553370,401963065
6035,9815587,JBP 485,2021-05-06 06:50:56,2021-06-02 13:58:09,C412308,160778573
6036,4273754,JHW 015,2021-05-06 06:50:56,2021-06-02 13:58:12,C402944,57309607
6037,,jinfukang,2021-05-06 06:50:59,2021-06-02 13:58:15,C544151,336286942
6038,,JK 1624F2-1,2021-05-06 07:07:16,2021-06-02 13:58:17,C113642,53787407
6039,5282165,Josamycin,2021-05-06 07:07:16,2021-06-02 13:58:19,D015570,134223523
6040,,JP5 jet fuel,2021-05-06 07:07:22,2021-06-02 13:58:21,C029662,144087350
6041,,JP8 aviation fuel,2021-05-06 07:07:23,2021-06-02 13:58:23,C098607,53787926
6042,46907787,(+)-JQ1 compound,2021-05-06 07:07:37,2021-06-02 13:58:26,C561695,223438190
6043,10223146,JTE 013,2021-05-06 07:21:47,2021-06-02 13:58:29,C471998,135653394
6044,9867770,JTE 907,2021-05-06 07:21:50,2021-06-02 13:58:32,C422645,135727540
6045,178060,JTP 4819,2021-05-06 07:21:51,2021-06-02 13:58:35,C094211,134222655
6046,3806,juglone,2021-05-06 07:21:51,2021-06-02 13:58:38,C005134,53787889
6047,,juniper berry oil,2021-05-06 07:21:59,2021-06-02 13:58:40,C115013,134224201
6048,5367549,juvenile hormone III,2021-05-06 07:22:00,2021-06-02 13:58:43,C036585,53790821
6049,16013152,JW74 compound,2021-05-06 07:22:00,2021-06-02 13:58:46,C000593016,404336815
6050,10471670,JWH-073,2021-05-06 07:22:00,2021-06-02 13:58:49,C568258,172125915
6051,5486924,K075 compound,2021-05-06 07:22:01,2021-06-02 13:58:52,C518856,134224152
6052,,K117 compound,2021-05-06 07:22:01,2021-06-02 13:58:54,C530923,135653724
6053,,K127 compound,2021-05-06 07:22:02,2021-06-02 13:58:56,C530922,135653527
6054,,K-12 lipopolysaccharide,2021-05-06 07:22:02,2021-06-02 13:58:57,C114999,161004328
6055,,K456 compound,2021-05-06 07:22:06,2021-06-02 13:58:59,C584565,385156872
6056,,K-48 compound,2021-05-06 07:22:06,2021-06-02 13:59:01,C520230,375590857
6057,9874191,K 7174,2021-05-06 07:22:06,2021-06-02 13:59:04,C410337,172080065
6058,12940701,kadethrin,2021-05-06 07:27:08,2021-06-02 13:59:07,C025638,312525255
6059,5281666,kaempferide,2021-05-06 07:27:08,2021-06-02 13:59:10,C449720,384667612
6060,5280863,kaempferol,2021-05-06 07:27:09,2021-06-02 13:59:13,C006552,53787144
6061,5282149,kaempferol-3-O-galactoside,2021-05-06 07:27:48,2021-06-02 13:59:16,C066407,135727721
6062,5282155,kaempferol 3-O-sophoroside,2021-05-06 07:27:48,2021-06-02 13:59:20,C064309,152186836
6063,10095180,kaempferol 7-O-glucoside,2021-05-06 07:27:50,2021-06-02 13:59:22,C524169,135727812
6064,114778,kahweol,2021-05-06 07:27:50,2021-06-02 13:59:25,C053401,53790728
6065,71451606,kahweol acetate,2021-05-06 07:27:55,2021-06-02 13:59:28,C046438,135653783
6066,10255,Kainic Acid,2021-05-06 07:27:58,2021-06-02 13:59:31,D007608,53789803
6067,,kalafungin,2021-05-06 07:28:00,2021-06-02 13:59:33,C013079,387059738
6068,122227,"kallidin, des-Arg(10)-",2021-05-06 07:28:01,2021-06-02 13:59:36,C052787,85083106
6069,13945489,kamebakaurin,2021-05-06 07:28:02,2021-06-02 13:59:39,C047382,53787396
6070,6032,Kanamycin,2021-05-06 07:28:04,2021-06-02 13:59:42,D007612,134223585
6071,,Kangen-karyu,2021-05-06 07:28:04,2021-06-02 13:59:44,C468270,350085954
6072,,kangshuai yizhi,2021-05-06 07:28:04,2021-06-02 13:59:46,C553674,126522367
6073,56841936,Kaolin,2021-05-06 07:28:04,2021-06-02 13:59:49,D007616,112379022
6074,91688,Kathon 930,2021-05-06 07:28:04,2021-06-02 13:59:52,C080469,381756638
6075,5369129,kavain,2021-05-06 07:28:05,2021-06-02 13:59:55,C011889,53786986
6076,9872203,KB 130015,2021-05-06 07:28:06,2021-06-02 13:59:58,C446946,87692422
6077,44281796,KB R7785,2021-05-06 07:28:07,2021-06-02 14:00:01,C107086,53788018
6078,10047585,KB R8301,2021-05-06 07:28:08,2021-06-02 14:00:04,C423012,85177306
6079,,KC7F2 compound,2021-05-06 07:28:08,2021-06-02 14:00:06,C545729,406845016
6080,644312,KCC 009,2021-05-06 07:28:09,2021-06-02 14:00:09,C510621,53788447
6081,100074,kemptide,2021-05-06 07:28:10,2021-06-02 14:00:12,C037642,53789205
6082,3820,kenpaullone,2021-05-06 07:28:10,2021-06-02 14:00:15,C119620,85756472
6083,446715,Keratan Sulfate,2021-05-06 07:28:13,2021-06-02 14:00:17,D007632,53789845
6084,3821,Ketamine,2021-05-06 07:28:13,2021-06-02 14:00:20,D007649,53789372
6085,3822,Ketanserin,2021-05-06 07:28:16,2021-06-02 14:00:24,D007650,53789966
6086,47576,Ketoconazole,2021-05-06 07:28:18,2021-06-02 14:00:26,D007654,53789267
6087,51,Ketoglutaric Acids,2021-05-06 07:29:23,2021-06-02 14:00:29,D007656,376229580
6088,,Ketones,2021-05-06 07:29:28,2021-06-02 14:00:31,D007659,53789801
6089,3825,Ketoprofen,2021-05-06 07:29:28,2021-06-02 14:00:34,D007660,53789555
6090,3826,Ketorolac,2021-05-06 07:29:32,2021-06-02 14:00:37,D020910,53787558
6091,84003,Ketorolac Tromethamine,2021-05-06 07:29:34,2021-06-02 14:00:41,D020911,134224760
6092,,Ketosteroids,2021-05-06 07:29:35,2021-06-02 14:00:43,D007664,135727780
6093,3827,Ketotifen,2021-05-06 07:29:35,2021-06-02 14:00:46,D007665,53790083
6094,,KF58333,2021-05-06 07:29:36,2021-06-02 14:00:48,C456099,81065490
6095,5288670,KH 1060,2021-05-06 07:29:36,2021-06-02 14:00:51,C074279,53787932
6096,130611,kifunensine,2021-05-06 07:29:38,2021-06-02 14:00:54,C065629,385448883
6097,135618571,kinamycin F,2021-05-06 07:29:38,2021-06-02 14:00:57,C059021,135653437
6098,10453764,KMUP 1,2021-05-06 07:29:39,2021-06-02 14:00:59,C439304,85083100
6099,5312126,KN 62,2021-05-06 07:29:40,2021-06-02 14:01:02,C063302,53788314
6100,5312122,KN 93,2021-05-06 07:29:45,2021-06-02 14:01:05,C072105,53790031
6101,9859662,KNK 437,2021-05-06 07:29:48,2021-06-02 14:01:08,C410027,99222778
6102,3840,kojic acid,2021-05-06 07:29:50,2021-06-02 14:01:11,C011890,53787164
6103,155169,kolaviron,2021-05-06 07:30:36,2021-06-02 14:01:14,C045492,76715598
6104,49835991,KP372-1,2021-05-06 07:30:37,2021-06-02 14:01:17,C501199,405116836
6105,10479712,KR-31612,2021-05-06 07:30:38,2021-06-02 14:01:20,C473250,134221779
6106,6112114,kresoxim-methyl,2021-05-06 07:30:38,2021-06-02 14:01:23,C469328,350086000
6107,2826713,KRN 7000,2021-05-06 07:30:39,2021-06-02 14:01:26,C103873,53788911
6108,454202,KT 5720,2021-05-06 07:30:40,2021-06-02 14:01:29,C057416,53787814
6109,108152,KT 5823,2021-05-06 07:30:43,2021-06-02 14:01:32,C073601,53789795
6110,14392217,KT 5926,2021-05-06 07:30:46,2021-06-02 14:01:35,C063769,76715570
6111,16736978,Ku 0063794,2021-05-06 07:30:46,2021-06-02 14:01:37,C541932,160778561
6112,44123781,KU-32 compound,2021-05-06 07:30:47,2021-06-02 14:01:41,C581040,313389816
6113,25243357,kuguacin J,2021-05-06 07:30:47,2021-06-02 14:01:44,C572783,152186847
6114,,kuntai capsule,2021-05-06 07:30:48,2021-06-02 14:01:46,C000620717,347912291
6115,44563198,kurarinol,2021-05-06 07:30:49,2021-06-02 14:01:49,C526229,249815146
6116,,kurarinone,2021-05-06 07:30:50,2021-06-02 14:01:51,C411319,144221045
6117,9692,Kynuramine,2021-05-06 07:30:50,2021-06-02 14:01:54,D007735,375590850
6118,3845,Kynurenic Acid,2021-05-06 07:30:51,2021-06-02 14:01:57,D007736,53790819
6119,846,Kynurenine,2021-05-06 07:30:53,2021-06-02 14:02:00,D007737,406845028
6120,9961192,L-161982,2021-05-06 07:30:55,2021-06-02 14:02:03,C508711,134223014
6121,25134289,L 245976,2021-05-06 07:30:55,2021-06-02 14:02:06,C106499,56459339
6122,,L-4F peptide,2021-05-06 07:30:55,2021-06-02 14:02:08,C472885,252819699
6123,9908595,L 644698,2021-05-06 07:30:57,2021-06-02 14:02:11,C112355,318165596
6124,9797817,L 655238,2021-05-06 07:30:58,2021-06-02 14:02:14,C095607,99222789
6125,189711,L 657743,2021-05-06 07:30:58,2021-06-02 14:02:18,C054290,134222564
6126,129710,L 663581,2021-05-06 07:30:58,2021-06-02 14:02:21,C063822,81065527
6127,5479543,L 685458,2021-05-06 07:30:59,2021-06-02 14:02:24,C410009,76715695
6128,9960281,L 689065,2021-05-06 07:31:01,2021-06-02 14:02:27,C080279,99222736
6129,9934294,L 706000,2021-05-06 07:31:01,2021-06-02 14:02:30,C087257,96099847
6130,10010763,L 708714,2021-05-06 07:31:01,2021-06-02 14:02:33,C096344,99222764
6131,3034818,L 709049,2021-05-06 07:31:02,2021-06-02 14:02:36,C096429,134222230
6132,6451153,L 744832,2021-05-06 07:31:04,2021-06-02 14:02:39,C096898,134223535
6133,9799453,L 745337,2021-05-06 07:31:04,2021-06-02 14:02:42,C093700,92098482
6134,10028830,"L 748,337",2021-05-06 07:31:05,2021-06-02 14:02:45,C120576,81065628
6135,6603897,L 750667,2021-05-06 07:31:05,2021-06-02 14:02:48,C103081,99381487
6136,5481990,L 754394,2021-05-06 07:31:05,2021-06-02 14:02:51,C094644,313078289
6137,5311216,L 759656,2021-05-06 07:31:05,2021-06-02 14:02:54,C118949,135727496
6138,9916436,"L-826,141",2021-05-06 07:31:06,2021-06-02 14:02:57,C459562,53788942
6139,10370799,labedipinedilol A,2021-05-06 07:31:07,2021-06-02 14:03:00,C500368,137275668
6140,3869,Labetalol,2021-05-06 07:31:09,2021-06-02 14:03:03,D007741,53790399
6141,134264,lac dye,2021-05-06 07:31:12,2021-06-02 14:03:06,C009765,172125866
6142,5311217,lacidipine,2021-05-06 07:31:12,2021-06-02 14:03:09,C060285,134222791
6143,6610292,lactacystin,2021-05-06 07:31:13,2021-06-02 14:03:12,C067713,53790180
6144,612,Lactic Acid,2021-05-06 07:31:24,2021-06-02 14:03:15,D019344,53790724
6145,23670520,lactisole,2021-05-06 07:40:00,2021-06-02 14:03:18,C495512,53837758
6146,62276,lactofen,2021-05-06 07:40:02,2021-06-02 14:03:21,C055370,135727699
6147,5585,Lactones,2021-05-06 07:40:02,2021-06-02 14:03:25,D007783,53790589
6148,3037558,Lactose,2021-05-06 07:40:03,2021-06-02 14:03:27,D007785,136368238
6149,,Lactosylceramides,2021-05-06 07:40:03,2021-06-02 14:03:29,D007790,313078286
6150,11333,Lactulose,2021-05-06 07:40:03,2021-06-02 14:03:32,D007792,134223355
6151,5282136,lafutidine,2021-05-06 07:40:04,2021-06-02 14:03:35,C076948,76715545
6152,60825,Lamivudine,2021-05-06 07:40:04,2021-06-02 14:03:38,D019259,92729822
6153,3878,Lamotrigine,2021-05-06 07:40:15,2021-06-02 14:03:41,D000077213,376229517
6154,3879,lanatoside C,2021-05-06 07:40:19,2021-06-02 14:03:45,C018548,134223790
6155,440560,lanostenol,2021-05-06 07:40:19,2021-06-02 14:03:48,C015316,99300580
6156,246983,Lanosterol,2021-05-06 07:40:20,2021-06-02 14:03:51,D007810,57309786
6157,3883,Lansoprazole,2021-05-06 07:40:20,2021-06-02 14:03:54,D064747,164339266
6158,23926,Lanthanum,2021-05-06 07:40:30,2021-06-02 14:03:57,D007811,57309785
6159,3014656,lanthanum chloride,2021-05-06 07:40:32,2021-06-02 14:04:00,C028521,134224693
6160,102950,lanthionine,2021-05-06 07:40:39,2021-06-02 14:04:03,C001520,137275716
6161,3884,lapachol,2021-05-06 07:40:39,2021-06-02 14:04:06,C008252,376073385
6162,208908,Lapatinib,2021-05-06 07:40:39,2021-06-02 14:04:09,D000077341,376229663
6163,6445533,LAQ824,2021-05-06 07:40:55,2021-06-02 14:04:12,C477361,53788896
6164,54677946,laquinimod,2021-05-06 07:41:02,2021-06-02 14:04:15,C476223,53789660
6165,332427,lariciresinol,2021-05-06 07:41:03,2021-06-02 14:04:18,C060282,329585591
6166,3081349,laromustine,2021-05-06 07:41:04,2021-06-02 14:04:21,C483604,53789252
6167,5360807,Lasalocid,2021-05-06 07:41:04,2021-06-02 14:04:24,D007832,87225394
6168,5281735,lasiocarpine,2021-05-06 07:41:04,2021-06-02 14:04:27,C005136,374885434
6169,5311221,Latanoprost,2021-05-06 07:41:26,2021-06-02 14:04:30,D000077338,376229648
6170,7501,Latex,2021-05-06 07:41:26,2021-06-02 14:04:33,D007840,134224231
6171,65728,lathosterol,2021-05-06 07:41:51,2021-06-02 14:04:36,C001521,99437714
6172,3002820,latoconazole,2021-05-06 07:41:51,2021-06-02 14:04:40,C072774,251964011
6173,445420,latrunculin A,2021-05-06 07:41:52,2021-06-02 14:04:43,C037067,123071376
6174,6436219,latrunculin B,2021-05-06 07:41:53,2021-06-02 14:04:46,C037068,53790712
6175,3893,lauric acid,2021-05-06 07:41:54,2021-06-02 14:04:48,C030358,53790052
6176,8139,lauric acid methyl ester,2021-05-06 07:41:56,2021-06-02 14:04:51,C089549,336287016
6177,13690,laurolactam,2021-05-06 07:41:56,2021-06-02 14:04:55,C474694,336286993
6178,165436,lauroyl-coenzyme A,2021-05-06 07:41:57,2021-06-02 14:04:57,C050466,53787883
6179,14425,lauryl gallate,2021-05-06 07:41:57,2021-06-02 14:05:01,C008259,135653401
6180,,lavender oil,2021-05-06 07:41:58,2021-06-02 14:05:05,C045718,134224531
6181,6755,lawsone,2021-05-06 07:41:59,2021-06-02 14:05:08,C005090,134225013
6182,71307,lazabemide,2021-05-06 07:41:59,2021-06-02 14:05:11,C059303,92729659
6183,,LBT 613,2021-05-06 07:42:01,2021-06-02 14:05:13,C514877,135727688
6184,24737642,LCL161,2021-05-06 07:42:01,2021-06-02 14:05:16,C574246,441325578
6185,,LCS101,2021-05-06 07:42:01,2021-06-02 14:05:18,C000600161,318495277
6186,25195294,LDN 193189,2021-05-06 07:42:02,2021-06-02 14:05:21,C554430,172125875
6187,16760696,LDN 57444,2021-05-06 07:42:04,2021-06-02 14:05:24,C525086,210024080
6188,10410894,LE 135,2021-05-06 07:42:04,2021-06-02 14:05:27,C104182,53789121
6189,10458226,LE 540,2021-05-06 07:42:04,2021-06-02 14:05:30,C104183,53789405
6190,5352425,Lead,2021-05-06 07:42:04,2021-06-02 14:05:33,D007854,53789471
6191,9317,lead acetate,2021-05-06 07:48:59,2021-06-02 14:05:36,C008261,53790287
6192,24459,lead chloride,2021-05-06 07:49:52,2021-06-02 14:05:39,C029891,53787647
6193,24460,lead chromate,2021-05-06 07:50:07,2021-06-02 14:05:42,C031895,53789632
6194,24924,lead nitrate,2021-05-06 07:50:07,2021-06-02 14:05:45,C017461,53788798
6195,,Lecithins,2021-05-06 07:50:17,2021-06-02 14:05:47,D054709,134222977
6196,3899,Leflunomide,2021-05-06 07:50:17,2021-06-02 14:05:50,D000077339,376229656
6197,,LEI121,2021-05-06 07:54:41,2021-06-02 14:05:52,C000627609,440063010
6198,71311759,leiurotoxin I,2021-05-06 07:54:41,2021-06-02 14:05:55,C056574,135727562
6199,6850743,lemongrass oil,2021-05-06 07:54:41,2021-06-02 14:05:58,C052901,249815120
6200,3083542,lenabasum,2021-05-06 07:54:42,2021-06-02 14:06:01,C471849,135653631
6201,216326,Lenalidomide,2021-05-06 07:54:43,2021-06-02 14:06:04,D000077269,376229524
6202,32593,lenperone,2021-05-06 07:54:47,2021-06-02 14:06:07,C100204,346369467
6203,443970,lephetamine,2021-05-06 07:54:47,2021-06-02 14:06:10,C011896,310264833
6204,118856773,lepirudin,2021-05-06 07:54:48,2021-06-02 14:06:13,C083544,87225406
6205,119058091,leptin (116-130),2021-05-06 07:54:48,2021-06-02 14:06:16,C410793,401963077
6206,6438714,leptocarpin,2021-05-06 07:54:50,2021-06-02 14:06:19,C093534,310264832
6207,6917907,leptomycin B,2021-05-06 07:54:51,2021-06-02 14:06:22,C038753,53789079
6208,30709,Leptophos,2021-05-06 07:55:05,2021-06-02 14:06:24,D010773,57309593
6209,32765,leptophos oxon,2021-05-06 07:55:06,2021-06-02 14:06:27,C008265,160644591
6210,157917,lercanidipine,2021-05-06 07:55:07,2021-06-02 14:06:31,C060343,134222576
6211,3902,Letrozole,2021-05-06 07:55:07,2021-06-02 14:06:34,D000077289,376229657
6212,94267,leucine sarcolysine,2021-05-06 07:55:14,2021-06-02 14:06:37,C000654,53790907
6213,135402009,Leucovorin,2021-05-06 07:55:14,2021-06-02 14:06:40,D002955,53788933
6214,7016877,leucyl-leucine-methyl ester,2021-05-06 07:55:20,2021-06-02 14:06:43,C045139,346369493
6215,5280383,Leukotriene A4,2021-05-06 07:55:20,2021-06-02 14:06:46,D017572,99222700
6216,6438729,leukotriene A methyl ester,2021-05-06 07:55:21,2021-06-02 14:06:49,C043073,53789294
6217,5280492,Leukotriene B4,2021-05-06 07:55:21,2021-06-02 14:06:52,D007975,53790345
6218,5312988,leukotriene B5,2021-05-06 07:55:29,2021-06-02 14:06:55,C040212,96099818
6219,5280493,Leukotriene C4,2021-05-06 07:55:29,2021-06-02 14:06:58,D017997,53787291
6220,5280878,Leukotriene D4,2021-05-06 07:55:36,2021-06-02 14:07:01,D017998,53787561
6221,5280879,Leukotriene E4,2021-05-06 07:55:47,2021-06-02 14:07:04,D017999,96099805
6222,439527,leupeptin,2021-05-06 07:55:49,2021-06-02 14:07:07,C032854,53788333
6223,657180,Leuprolide,2021-05-06 07:55:51,2021-06-02 14:07:10,D016729,53788272
6224,26879,Levamisole,2021-05-06 07:55:53,2021-06-02 14:07:14,D007978,53790505
6225,,Levetiracetam,2021-05-06 07:55:55,2021-06-02 14:07:16,D000077287,376229691
6226,70698035,levistolide A,2021-05-06 07:55:56,2021-06-02 14:07:19,C523615,163563920
6227,39468,Levobunolol,2021-05-06 07:55:56,2021-06-02 14:07:22,D002040,134223509
6228,6047,Levodopa,2021-05-06 07:55:56,2021-06-02 14:07:25,D007980,53790373
6229,23497,levodopa methyl ester,2021-05-06 07:56:01,2021-06-02 14:07:28,C035420,92729632
6230,149096,Levofloxacin,2021-05-06 07:56:01,2021-06-02 14:07:31,D064704,172125857
6231,5282484,levomepromazine maleate,2021-05-06 07:56:04,2021-06-02 14:07:34,C017901,346369524
6232,13109,Levonorgestrel,2021-05-06 07:56:04,2021-06-02 14:07:37,D016912,53787534
6233,5372798,lewisite,2021-05-06 07:56:36,2021-06-02 14:07:40,C035965,53786847
6234,9831652,LF 16-0687,2021-05-06 07:56:36,2021-06-02 14:07:43,C403051,53786850
6235,3922,LG 100268,2021-05-06 07:56:36,2021-06-02 14:07:46,C095104,53790477
6236,6442223,LG 100754,2021-05-06 07:56:41,2021-06-02 14:07:49,C101596,318495312
6237,,LG 100815,2021-05-06 07:56:41,2021-06-02 14:07:51,C533894,85286100
6238,101148308,LG 268,2021-05-06 07:56:53,2021-06-02 14:07:54,C423914,53790646
6239,46926973,LGK974,2021-05-06 07:56:54,2021-06-02 14:07:57,C586458,377766188
6240,,LGM2605,2021-05-06 07:56:55,2021-06-02 14:07:59,C000630836,404720625
6241,11979778,"LHRH, Ala(6)-Gly(10)-ethylamide-",2021-05-06 07:56:55,2021-06-02 14:08:02,C083781,53790641
6242,60652,liarozole,2021-05-06 07:56:56,2021-06-02 14:08:05,C061121,53789831
6243,5318998,licochalcone A,2021-05-06 07:56:56,2021-06-02 14:08:08,C070840,53787675
6244,5318999,licochalcone B,2021-05-06 07:57:05,2021-06-02 14:08:11,C541528,163563829
6245,503731,licocoumarone,2021-05-06 07:57:06,2021-06-02 14:08:14,C000617177,405021224
6246,122851,licopyranocoumarin,2021-05-06 07:57:07,2021-06-02 14:08:17,C063348,160778552
6247,480865,licoricidin,2021-05-06 07:57:07,2021-06-02 14:08:20,C401293,163563816
6248,3676,Lidocaine,2021-05-06 07:57:08,2021-06-02 14:08:23,D008012,53789648
6249,3926,Lidoflazine,2021-05-06 07:57:13,2021-06-02 14:08:26,D008013,134224621
6250,160644,liensinine,2021-05-06 07:57:14,2021-06-02 14:08:29,C080095,249815183
6251,31060,lifibrate,2021-05-06 07:57:14,2021-06-02 14:08:32,C100041,346369455
6252,261166,Lignans,2021-05-06 07:57:14,2021-06-02 14:08:36,D017705,53787112
6253,11197,lignoceric acid,2021-05-06 07:57:15,2021-06-02 14:08:39,C010210,92098478
6254,5319022,ligustilide,2021-05-06 07:57:15,2021-06-02 14:08:41,C027820,172080091
6255,228987,lilial,2021-05-06 07:57:19,2021-06-02 14:08:44,C038018,85083151
6256,,lime-piper betel quid,2021-05-06 07:57:20,2021-06-02 14:08:46,C495400,251963971
6257,,Limonene,2021-05-06 07:57:20,2021-06-02 14:08:49,D000077222,376229498
6258,179651,limonin,2021-05-06 07:57:22,2021-06-02 14:08:52,C001546,87225396
6259,6549,linalool,2021-05-06 07:57:24,2021-06-02 14:08:55,C018584,81065477
6260,8294,linalyl acetate,2021-05-06 07:57:40,2021-06-02 14:08:58,C074463,377016043
6261,3000540,Lincomycin,2021-05-06 07:57:41,2021-06-02 14:09:01,D008034,134222532
6262,6435901,linoleamide,2021-05-06 07:57:41,2021-06-02 14:09:04,C420162,363907616
6263,5280450,Linoleic Acid,2021-05-06 07:57:41,2021-06-02 14:09:07,D019787,53790748
6264,11369954,linoleic acid hydroperoxide,2021-05-06 07:57:53,2021-06-02 14:09:10,C008285,53790900
6265,5282796,"Linoleic Acids, Conjugated",2021-05-06 07:57:53,2021-06-02 14:09:13,D044243,53788557
6266,,Linolenic Acids,2021-05-06 07:57:58,2021-06-02 14:09:15,D008042,53789302
6267,,linoleoyl-coenzyme A,2021-05-06 07:57:58,2021-06-02 14:09:17,C026562,53789625
6268,,Linseed Oil,2021-05-06 07:57:59,2021-06-02 14:09:19,D008043,112379011
6269,5219,linsidomine,2021-05-06 07:58:00,2021-06-02 14:09:22,C002385,53789774
6270,9502,Linuron,2021-05-06 07:58:06,2021-06-02 14:09:25,D008044,53789730
6271,9877306,Lipid A,2021-05-06 07:58:09,2021-06-02 14:09:28,D008050,53789265
6272,10329124,"lipid A precursors, bacterial",2021-05-06 07:58:11,2021-06-02 14:09:31,C040142,254561557
6273,,Lipid Peroxides,2021-05-06 07:58:12,2021-06-02 14:09:33,D008054,53789378
6274,,Lipids,2021-05-06 07:58:13,2021-06-02 14:09:35,D008055,53789481
6275,863,lipoamide,2021-05-06 07:58:20,2021-06-02 14:09:38,C013091,53790687
6276,,lipoarabinomannan,2021-05-06 07:58:21,2021-06-02 14:09:40,C050016,53787980
6277,,Lipofundin,2021-05-06 07:58:21,2021-06-02 14:09:42,C008288,76715669
6278,,Lipofuscin,2021-05-06 07:58:22,2021-06-02 14:09:44,D008062,136368312
6279,,lipopeptidophosphoglycan,2021-05-06 07:58:22,2021-06-02 14:09:46,C014643,53788569
6280,,lipophosphonoglycan,2021-05-06 07:58:25,2021-06-02 14:09:48,C008290,134223330
6281,,lipopolysaccharide A,2021-05-06 07:58:26,2021-06-02 14:09:51,C082161,53787498
6282,,"lipopolysaccharide, E. coli O26-B6",2021-05-06 07:58:26,2021-06-02 14:09:53,C433788,57309845
6283,,"lipopolysaccharide, E coli O55-B5",2021-05-06 07:59:01,2021-06-02 14:09:55,C482199,53789813
6284,,"lipopolysaccharide, Escherichia coli O111 B4",2021-05-06 07:59:43,2021-06-02 14:09:57,C440499,53789343
6285,,"lipopolysaccharide, Helicobacter pylori",2021-05-06 08:01:01,2021-06-02 14:09:59,C442865,135727661
6286,11970143,Lipopolysaccharides,2021-05-06 08:01:06,2021-06-02 14:10:02,D008070,53789760
6287,,liposomal amphotericin B,2021-05-06 08:10:57,2021-06-02 14:10:04,C068538,112378984
6288,31703,liposomal doxorubicin,2021-05-06 08:10:57,2021-06-02 14:10:07,C506643,53837797
6289,137349712,lipoteichoic acid,2021-05-06 08:10:58,2021-06-02 14:10:10,C009900,53788993
6290,5280914,lipoxin A4,2021-05-06 08:11:01,2021-06-02 14:10:13,C040527,76715551
6291,9805651,lipstatin,2021-05-06 08:11:05,2021-06-02 14:10:16,C054164,121147391
6292,114829,liquiritigenin,2021-05-06 08:11:06,2021-06-02 14:10:19,C083152,163563924
6293,16134956,Liraglutide,2021-05-06 08:11:07,2021-06-02 14:10:22,D000069450,283537570
6294,3936,liranaftate,2021-05-06 08:11:08,2021-06-02 14:10:25,C470235,346369446
6295,11597697,Lisdexamfetamine Dimesylate,2021-05-06 08:11:09,2021-06-02 14:10:28,D000069478,283537540
6296,5362119,Lisinopril,2021-05-06 08:11:09,2021-06-02 14:10:32,D017706,53787084
6297,28864,Lisuride,2021-05-06 08:11:10,2021-06-02 14:10:35,D008090,57309764
6298,3028194,Lithium,2021-05-06 08:11:11,2021-06-02 14:10:38,D008094,53789473
6299,11125,Lithium Carbonate,2021-05-06 08:11:24,2021-06-02 14:10:41,D016651,92729692
6300,433294,Lithium Chloride,2021-05-06 08:11:25,2021-06-02 14:10:44,D018021,53790639
6301,9903,Lithocholic Acid,2021-05-06 08:12:21,2021-06-02 14:10:47,D008095,53789669
