id,pmid,title,abstract,doi,created_at,updated_at
9069,30819604,,,,2021/4/27 13:41,2021/4/27 13:41
9070,21385545,,,,2021/4/27 13:41,2021/4/27 13:41
9071,30150730,,,,2021/4/27 13:41,2021/4/27 13:41
9072,15304086,,,,2021/4/27 13:41,2021/4/27 13:41
9073,26847180,,,,2021/4/27 13:42,2021/4/27 13:42
9074,7525408,,,,2021/4/27 13:42,2021/4/27 13:42
9075,27121971,,,,2021/4/27 13:42,2021/4/27 13:42
9076,12071635,,,,2021/4/27 13:42,2021/4/27 13:42
9077,30383490,,,,2021/4/27 13:42,2021/4/27 13:42
9078,3046743,,,,2021/4/27 13:42,2021/4/27 13:42
9079,2054778,,,,2021/4/27 13:42,2021/4/27 13:42
9080,26385482,,,,2021/4/27 13:42,2021/4/27 13:42
9081,19351758,,,,2021/4/27 13:42,2021/4/27 13:42
9082,29507530,,,,2021/4/27 13:42,2021/4/27 13:42
9083,29186204,,,,2021/4/27 13:42,2021/4/27 13:42
9084,10439210,,,,2021/4/27 13:42,2021/4/27 13:42
9085,31840946,,,,2021/4/27 13:42,2021/4/27 13:42
9086,11562938,,,,2021/4/27 13:42,2021/4/27 13:42
9087,20465827,,,,2021/4/27 13:42,2021/4/27 13:42
9088,2824082,,,,2021/4/27 13:42,2021/4/27 13:42
9089,7809366,,,,2021/4/27 13:42,2021/4/27 13:42
9090,2544311,,,,2021/4/27 13:42,2021/4/27 13:42
9091,21214942,,,,2021/4/27 13:42,2021/4/27 13:42
9092,31173213,,,,2021/4/27 13:43,2021/4/27 13:43
9093,28229933,,,,2021/4/27 13:43,2021/4/27 13:43
9094,30560518,,,,2021/4/27 13:43,2021/4/27 13:43
9095,28467477,,,,2021/4/27 13:43,2021/4/27 13:43
9096,22522792,,,,2021/4/27 13:43,2021/4/27 13:43
9097,25992652,,,,2021/4/27 13:43,2021/4/27 13:43
9098,27570172,,,,2021/4/27 13:43,2021/4/27 13:43
9099,16841302,,,,2021/4/27 13:43,2021/4/27 13:43
9100,19391112,,,,2021/4/27 13:43,2021/4/27 13:43
9101,12186364,,,,2021/4/27 13:43,2021/4/27 13:43
9102,18802941,,,,2021/4/27 13:43,2021/4/27 13:43
9103,10583221,,,,2021/4/27 13:43,2021/4/27 13:43
9104,15304085,,,,2021/4/27 13:43,2021/4/27 13:43
9105,10591218,,,,2021/4/27 13:43,2021/4/27 13:43
9106,19835419,,,,2021/4/27 13:43,2021/4/27 13:43
9107,9590285,,,,2021/4/27 13:43,2021/4/27 13:43
9108,11379875,,,,2021/4/27 13:43,2021/4/27 13:43
9109,25553844,,,,2021/4/27 13:43,2021/4/27 13:43
9110,22117216,,,,2021/4/27 13:43,2021/4/27 13:43
9111,21981348,,,,2021/4/27 13:43,2021/4/27 13:43
9112,15753647,,,,2021/4/27 13:43,2021/4/27 13:43
9113,17785587,,,,2021/4/27 13:43,2021/4/27 13:43
9114,11259155,,,,2021/4/27 13:43,2021/4/27 13:43
9115,29055871,,,,2021/4/27 13:43,2021/4/27 13:43
9116,21736606,,,,2021/4/27 13:43,2021/4/27 13:43
9117,24914498,,,,2021/4/27 13:43,2021/4/27 13:43
9118,19734544,,,,2021/4/27 13:43,2021/4/27 13:43
9119,24065372,,,,2021/4/27 13:43,2021/4/27 13:43
9120,18005359,,,,2021/4/27 13:43,2021/4/27 13:43
9121,14648217,,,,2021/4/27 13:43,2021/4/27 13:43
9122,10556300,,,,2021/4/27 13:43,2021/4/27 13:43
9123,17625368,,,,2021/4/27 13:43,2021/4/27 13:43
9124,15842668,,,,2021/4/27 13:43,2021/4/27 13:43
9125,17507419,,,,2021/4/27 13:43,2021/4/27 13:43
9126,20008900,,,,2021/4/27 13:43,2021/4/27 13:43
9127,24987982,,,,2021/4/27 13:43,2021/4/27 13:43
9128,22058290,,,,2021/4/27 13:43,2021/4/27 13:43
9129,30847721,,,,2021/4/27 13:43,2021/4/27 13:43
9130,22664374,,,,2021/4/27 13:43,2021/4/27 13:43
9131,10364516,,,,2021/4/27 13:43,2021/4/27 13:43
9132,16207588,,,,2021/4/27 13:43,2021/4/27 13:43
9133,22855157,,,,2021/4/27 13:43,2021/4/27 13:43
9134,11491307,,,,2021/4/27 13:43,2021/4/27 13:43
9135,10700698,,,,2021/4/27 13:43,2021/4/27 13:43
9136,17015423,,,,2021/4/27 13:43,2021/4/27 13:43
9137,22299032,,,,2021/4/27 13:43,2021/4/27 13:43
9138,14556776,,,,2021/4/27 13:43,2021/4/27 13:43
9139,29801475,,,,2021/4/27 13:43,2021/4/27 13:43
9140,29178645,,,,2021/4/27 13:43,2021/4/27 13:43
9141,31717312,,,,2021/4/27 13:43,2021/4/27 13:43
9142,23660516,,,,2021/4/27 13:43,2021/4/27 13:43
9143,16427014,,,,2021/4/27 13:43,2021/4/27 13:43
9144,19755982,,,,2021/4/27 13:43,2021/4/27 13:43
9145,10903840,,,,2021/4/27 13:43,2021/4/27 13:43
9146,15613268,,,,2021/4/27 13:43,2021/4/27 13:43
9147,30931479,,,,2021/4/27 13:43,2021/4/27 13:43
9148,30728146,,,,2021/4/27 13:43,2021/4/27 13:43
9149,21415081,,,,2021/4/27 13:43,2021/4/27 13:43
9150,25237198,,,,2021/4/27 13:43,2021/4/27 13:43
9151,21602826,,,,2021/4/27 13:43,2021/4/27 13:43
9152,18057229,,,,2021/4/27 13:43,2021/4/27 13:43
9153,19106610,,,,2021/4/27 13:43,2021/4/27 13:43
9154,11641517,,,,2021/4/27 13:43,2021/4/27 13:43
9155,16690864,,,,2021/4/27 13:43,2021/4/27 13:43
9156,22814958,,,,2021/4/27 13:43,2021/4/27 13:43
9157,15917199,,,,2021/4/27 13:43,2021/4/27 13:43
9158,17042961,,,,2021/4/27 13:43,2021/4/27 13:43
9159,31687391,,,,2021/4/27 13:43,2021/4/27 13:43
9160,30095208,,,,2021/4/27 13:44,2021/4/27 13:44
9161,21520071,,,,2021/4/27 13:44,2021/4/27 13:44
9162,18492670,,,,2021/4/27 13:44,2021/4/27 13:44
9163,25815730,,,,2021/4/27 13:44,2021/4/27 13:44
9164,22969805,,,,2021/4/27 13:44,2021/4/27 13:44
9165,20151948,,,,2021/4/27 13:44,2021/4/27 13:44
9166,28135572,,,,2021/4/27 13:44,2021/4/27 13:44
9167,26104267,,,,2021/4/27 13:44,2021/4/27 13:44
9168,26762616,,,,2021/4/27 13:44,2021/4/27 13:44
9169,21252474,,,,2021/4/27 13:44,2021/4/27 13:44
9170,28963438,,,,2021/4/27 13:44,2021/4/27 13:44
9171,18203197,,,,2021/4/27 13:44,2021/4/27 13:44
9172,17559453,,,,2021/4/27 13:44,2021/4/27 13:44
9173,9467018,,,,2021/4/27 13:44,2021/4/27 13:44
9174,15666299,,,,2021/4/27 13:44,2021/4/27 13:44
9175,31029881,,,,2021/4/27 13:44,2021/4/27 13:44
9176,15454107,,,,2021/4/27 13:44,2021/4/27 13:44
9177,29604248,,,,2021/4/27 13:44,2021/4/27 13:44
9178,27924851,,,,2021/4/27 13:44,2021/4/27 13:44
9179,17164413,,,,2021/4/27 13:44,2021/4/27 13:44
9180,26086097,,,,2021/4/27 13:44,2021/4/27 13:44
9181,22342398,,,,2021/4/27 13:44,2021/4/27 13:44
9182,24223725,,,,2021/4/27 13:44,2021/4/27 13:44
9183,8440993,,,,2021/4/27 13:44,2021/4/27 13:44
9184,1822343,,,,2021/4/27 13:44,2021/4/27 13:44
9185,19396825,,,,2021/4/27 13:44,2021/4/27 13:44
9186,15565644,,,,2021/4/27 13:44,2021/4/27 13:44
9187,23574351,,,,2021/4/27 13:44,2021/4/27 13:44
9188,31266185,,,,2021/4/27 13:44,2021/4/27 13:44
9189,18519675,,,,2021/4/27 13:44,2021/4/27 13:44
9190,24793134,,,,2021/4/27 13:45,2021/4/27 13:45
9191,29790179,,,,2021/4/27 13:45,2021/4/27 13:45
9192,22829200,,,,2021/4/27 13:45,2021/4/27 13:45
9193,21979946,,,,2021/4/27 13:45,2021/4/27 13:45
9194,18678321,,,,2021/4/27 13:45,2021/4/27 13:45
9195,28094938,,,,2021/4/27 13:45,2021/4/27 13:45
9196,28819017,,,,2021/4/27 13:45,2021/4/27 13:45
9197,27819754,,,,2021/4/27 13:45,2021/4/27 13:45
9198,30013182,,,,2021/4/27 13:45,2021/4/27 13:45
9199,14726854,,,,2021/4/27 13:45,2021/4/27 13:45
9200,22939835,,,,2021/4/27 13:45,2021/4/27 13:45
9201,30550360,,,,2021/4/27 13:45,2021/4/27 13:45
9202,22821627,,,,2021/4/27 13:45,2021/4/27 13:45
9203,10332030,,,,2021/4/27 13:45,2021/4/27 13:45
9204,21340164,,,,2021/4/27 13:45,2021/4/27 13:45
9205,22573722,,,,2021/4/27 13:45,2021/4/27 13:45
9206,23824832,,,,2021/4/27 13:45,2021/4/27 13:45
9207,31153714,,,,2021/4/27 13:45,2021/4/27 13:45
9208,22987153,,,,2021/4/27 13:45,2021/4/27 13:45
9209,28640365,,,,2021/4/27 13:45,2021/4/27 13:45
9210,8540685,,,,2021/4/27 13:45,2021/4/27 13:45
9211,15208303,,,,2021/4/27 13:45,2021/4/27 13:45
9212,24056782,,,,2021/4/27 13:45,2021/4/27 13:45
9213,28264934,,,,2021/4/27 13:45,2021/4/27 13:45
9214,30382367,,,,2021/4/27 13:45,2021/4/27 13:45
9215,28039554,,,,2021/4/27 13:45,2021/4/27 13:45
9216,25332064,,,,2021/4/27 13:45,2021/4/27 13:45
9217,28314753,,,,2021/4/27 13:45,2021/4/27 13:45
9218,24387989,,,,2021/4/27 13:45,2021/4/27 13:45
9219,3496149,,,,2021/4/27 13:45,2021/4/27 13:45
9220,28366933,,,,2021/4/27 13:45,2021/4/27 13:45
9221,28966666,,,,2021/4/27 13:45,2021/4/27 13:45
9222,27277422,,,,2021/4/27 13:46,2021/4/27 13:46
9223,31394080,,,,2021/4/27 13:46,2021/4/27 13:46
9224,11222358,,,,2021/4/27 13:46,2021/4/27 13:46
9225,28599500,,,,2021/4/27 13:46,2021/4/27 13:46
9226,22820861,,,,2021/4/27 13:46,2021/4/27 13:46
9227,30502346,,,,2021/4/27 13:46,2021/4/27 13:46
9228,23054340,,,,2021/4/27 13:46,2021/4/27 13:46
9229,22044622,,,,2021/4/27 13:46,2021/4/27 13:46
9230,23706494,,,,2021/4/27 13:46,2021/4/27 13:46
9231,20483747,,,,2021/4/27 13:46,2021/4/27 13:46
9232,28336124,,,,2021/4/27 13:46,2021/4/27 13:46
9233,29649575,,,,2021/4/27 13:46,2021/4/27 13:46
9234,29074164,,,,2021/4/27 13:46,2021/4/27 13:46
9235,22512277,,,,2021/4/27 13:46,2021/4/27 13:46
9236,19054252,,,,2021/4/27 13:46,2021/4/27 13:46
9237,25986394,,,,2021/4/27 13:46,2021/4/27 13:46
9238,30683311,,,,2021/4/27 13:46,2021/4/27 13:46
9239,30366920,,,,2021/4/27 13:46,2021/4/27 13:46
9240,29285580,,,,2021/4/27 13:46,2021/4/27 13:46
9241,28667884,,,,2021/4/27 13:46,2021/4/27 13:46
9242,27528035,,,,2021/4/27 13:46,2021/4/27 13:46
9243,22081665,,,,2021/4/27 13:46,2021/4/27 13:46
9244,26707798,,,,2021/4/27 13:46,2021/4/27 13:46
9245,29254789,,,,2021/4/27 13:46,2021/4/27 13:46
9246,26879676,,,,2021/4/27 13:46,2021/4/27 13:46
9247,24577265,,,,2021/4/27 13:46,2021/4/27 13:46
9248,28740121,,,,2021/4/27 13:46,2021/4/27 13:46
9249,17297624,,,,2021/4/27 13:46,2021/4/27 13:46
9250,291471,,,,2021/4/27 13:46,2021/4/27 13:46
9251,1954350,,,,2021/4/27 13:46,2021/4/27 13:46
9252,28412148,,,,2021/4/27 13:46,2021/4/27 13:46
9253,11489947,,,,2021/4/27 13:46,2021/4/27 13:46
9254,16828319,,,,2021/4/27 13:46,2021/4/27 13:46
9255,7955741,,,,2021/4/27 13:46,2021/4/27 13:46
9256,30624750,,,,2021/4/27 13:46,2021/4/27 13:46
9257,26220823,,,,2021/4/27 13:46,2021/4/27 13:46
9258,20495958,,,,2021/4/27 13:47,2021/4/27 13:47
9259,23651669,,,,2021/4/27 13:47,2021/4/27 13:47
9260,31303072,,,,2021/4/27 13:47,2021/4/27 13:47
9261,30714299,,,,2021/4/27 13:47,2021/4/27 13:47
9262,29900128,,,,2021/4/27 13:47,2021/4/27 13:47
9263,8642848,,,,2021/4/27 13:47,2021/4/27 13:47
9264,15540901,,,,2021/4/27 13:47,2021/4/27 13:47
9265,27990763,,,,2021/4/27 13:47,2021/4/27 13:47
9266,31350829,,,,2021/4/27 13:47,2021/4/27 13:47
9267,23792457,,,,2021/4/27 13:47,2021/4/27 13:47
9268,31487384,,,,2021/4/27 13:47,2021/4/27 13:47
9269,16088151,,,,2021/4/27 13:47,2021/4/27 13:47
9270,18089499,,,,2021/4/27 13:47,2021/4/27 13:47
9271,31050147,,,,2021/4/27 13:47,2021/4/27 13:47
9272,22417305,,,,2021/4/27 13:47,2021/4/27 13:47
9273,18672285,,,,2021/4/27 13:47,2021/4/27 13:47
9274,28450900,,,,2021/4/27 13:47,2021/4/27 13:47
9275,28851987,,,,2021/4/27 13:47,2021/4/27 13:47
9276,1975092,,,,2021/4/27 13:48,2021/4/27 13:48
9277,19506579,,,,2021/4/27 13:48,2021/4/27 13:48
9278,16633151,,,,2021/4/27 13:48,2021/4/27 13:48
9279,16867246,,,,2021/4/27 13:48,2021/4/27 13:48
9280,17225991,,,,2021/4/27 13:48,2021/4/27 13:48
9281,19397860,,,,2021/4/27 13:49,2021/4/27 13:49
9282,15017387,,,,2021/4/27 13:49,2021/4/27 13:49
9283,25535283,,,,2021/4/27 13:49,2021/4/27 13:49
9284,9722953,,,,2021/4/27 13:49,2021/4/27 13:49
9285,17077140,,,,2021/4/27 13:49,2021/4/27 13:49
9286,24260412,,,,2021/4/27 13:49,2021/4/27 13:49
9287,15489956,,,,2021/4/27 13:49,2021/4/27 13:49
9288,28264583,,,,2021/4/27 13:49,2021/4/27 13:49
9289,9694728,,,,2021/4/27 13:49,2021/4/27 13:49
9290,22053203,,,,2021/4/27 13:49,2021/4/27 13:49
9291,19584402,,,,2021/4/27 13:49,2021/4/27 13:49
9292,17764832,,,,2021/4/27 13:49,2021/4/27 13:49
9293,16943297,,,,2021/4/27 13:49,2021/4/27 13:49
9294,3260813,,,,2021/4/27 13:49,2021/4/27 13:49
9295,21325484,,,,2021/4/27 13:49,2021/4/27 13:49
9296,1503608,,,,2021/4/27 13:49,2021/4/27 13:49
9297,28526333,,,,2021/4/27 13:49,2021/4/27 13:49
9298,12615073,,,,2021/4/27 13:49,2021/4/27 13:49
9299,28229991,,,,2021/4/27 13:49,2021/4/27 13:49
9300,25477279,,,,2021/4/27 13:49,2021/4/27 13:49
9301,10886149,,,,2021/4/27 13:49,2021/4/27 13:49
9302,9242496,,,,2021/4/27 13:49,2021/4/27 13:49
9303,30115995,,,,2021/4/27 13:49,2021/4/27 13:49
9304,30692201,,,,2021/4/27 13:49,2021/4/27 13:49
9305,25824144,,,,2021/4/27 13:49,2021/4/27 13:49
9306,30005639,,,,2021/4/27 13:49,2021/4/27 13:49
9307,23671607,,,,2021/4/27 13:49,2021/4/27 13:49
9308,21352303,,,,2021/4/27 13:49,2021/4/27 13:49
9309,28591691,,,,2021/4/27 13:49,2021/4/27 13:49
9310,28661086,,,,2021/4/27 13:49,2021/4/27 13:49
9311,30910537,,,,2021/4/27 13:49,2021/4/27 13:49
9312,22810308,,,,2021/4/27 13:49,2021/4/27 13:49
9313,20178466,,,,2021/4/27 13:49,2021/4/27 13:49
9314,17056584,,,,2021/4/27 13:49,2021/4/27 13:49
9315,17442983,,,,2021/4/27 13:49,2021/4/27 13:49
9316,10951142,,,,2021/4/27 13:49,2021/4/27 13:49
9317,17640963,,,,2021/4/27 13:49,2021/4/27 13:49
9318,7547386,,,,2021/4/27 13:49,2021/4/27 13:49
9319,17392832,,,,2021/4/27 13:49,2021/4/27 13:49
9320,10551416,,,,2021/4/27 13:49,2021/4/27 13:49
9321,12604316,,,,2021/4/27 13:49,2021/4/27 13:49
9322,28064226,,,,2021/4/27 13:49,2021/4/27 13:49
9323,11120754,,,,2021/4/27 13:49,2021/4/27 13:49
9324,28297154,,,,2021/4/27 13:49,2021/4/27 13:49
9325,9257868,,,,2021/4/27 13:49,2021/4/27 13:49
9326,26911801,,,,2021/4/27 13:49,2021/4/27 13:49
9327,8034325,,,,2021/4/27 13:49,2021/4/27 13:49
9328,7543545,,,,2021/4/27 13:49,2021/4/27 13:49
9329,28211055,,,,2021/4/27 13:49,2021/4/27 13:49
9330,18838249,,,,2021/4/27 13:49,2021/4/27 13:49
9331,20163452,,,,2021/4/27 13:49,2021/4/27 13:49
9332,10936030,,,,2021/4/27 13:49,2021/4/27 13:49
9333,31258541,,,,2021/4/27 13:49,2021/4/27 13:49
9334,31192484,,,,2021/4/27 13:49,2021/4/27 13:49
9335,11154866,,,,2021/4/27 13:49,2021/4/27 13:49
9336,21585555,,,,2021/4/27 13:49,2021/4/27 13:49
9337,22996451,,,,2021/4/27 13:49,2021/4/27 13:49
9338,26597100,,,,2021/4/27 13:49,2021/4/27 13:49
9339,31024527,,,,2021/4/27 13:49,2021/4/27 13:49
9340,28012821,,,,2021/4/27 13:49,2021/4/27 13:49
9341,31178865,,,,2021/4/27 13:49,2021/4/27 13:49
9342,28543318,,,,2021/4/27 13:49,2021/4/27 13:49
9343,18331528,,,,2021/4/27 13:49,2021/4/27 13:49
9344,28300855,,,,2021/4/27 13:49,2021/4/27 13:49
9345,30157430,,,,2021/4/27 13:49,2021/4/27 13:49
9346,12209366,,,,2021/4/27 13:49,2021/4/27 13:49
9347,16242304,,,,2021/4/27 13:49,2021/4/27 13:49
9348,11294567,,,,2021/4/27 13:49,2021/4/27 13:49
9349,12963278,,,,2021/4/27 13:49,2021/4/27 13:49
9350,30116153,,,,2021/4/27 13:49,2021/4/27 13:49
9351,31335412,,,,2021/4/27 13:49,2021/4/27 13:49
9352,28855908,,,,2021/4/27 13:49,2021/4/27 13:49
9353,12058255,,,,2021/4/27 13:49,2021/4/27 13:49
9354,30577075,,,,2021/4/27 13:49,2021/4/27 13:49
9355,9325073,,,,2021/4/27 13:49,2021/4/27 13:49
9356,24813052,,,,2021/4/27 13:49,2021/4/27 13:49
9357,12190860,,,,2021/4/27 13:49,2021/4/27 13:49
9358,19453789,,,,2021/4/27 13:49,2021/4/27 13:49
9359,16611260,,,,2021/4/27 13:49,2021/4/27 13:49
9360,28941730,,,,2021/4/27 13:49,2021/4/27 13:49
9361,29489039,,,,2021/4/27 13:49,2021/4/27 13:49
9362,30884100,,,,2021/4/27 13:49,2021/4/27 13:49
9363,19843946,,,,2021/4/27 13:49,2021/4/27 13:49
9364,15869862,,,,2021/4/27 13:49,2021/4/27 13:49
9365,30011065,,,,2021/4/27 13:49,2021/4/27 13:49
9366,28024684,,,,2021/4/27 13:49,2021/4/27 13:49
9367,30653253,,,,2021/4/27 13:49,2021/4/27 13:49
9368,22189787,,,,2021/4/27 13:49,2021/4/27 13:49
9369,31781120,,,,2021/4/27 13:49,2021/4/27 13:49
9370,18007588,,,,2021/4/27 13:49,2021/4/27 13:49
9371,19438860,,,,2021/4/27 13:49,2021/4/27 13:49
9372,16225619,,,,2021/4/27 13:49,2021/4/27 13:49
9373,30291846,,,,2021/4/27 13:49,2021/4/27 13:49
9374,30179336,,,,2021/4/27 13:49,2021/4/27 13:49
9375,9540980,,,,2021/4/27 13:49,2021/4/27 13:49
9376,24328683,,,,2021/4/27 13:49,2021/4/27 13:49
9377,31071340,,,,2021/4/27 13:49,2021/4/27 13:49
9378,31077459,,,,2021/4/27 13:49,2021/4/27 13:49
9379,9284099,,,,2021/4/27 13:49,2021/4/27 13:49
9380,23257250,,,,2021/4/27 13:49,2021/4/27 13:49
9381,14507443,,,,2021/4/27 13:49,2021/4/27 13:49
9382,28620161,,,,2021/4/27 13:49,2021/4/27 13:49
9383,26567062,,,,2021/4/27 13:49,2021/4/27 13:49
9384,8040292,,,,2021/4/27 13:49,2021/4/27 13:49
9385,11021840,,,,2021/4/27 13:49,2021/4/27 13:49
9386,12496453,,,,2021/4/27 13:49,2021/4/27 13:49
9387,7761479,,,,2021/4/27 13:49,2021/4/27 13:49
9388,31260565,,,,2021/4/27 13:49,2021/4/27 13:49
9389,31121132,,,,2021/4/27 13:49,2021/4/27 13:49
9390,17101498,,,,2021/4/27 13:49,2021/4/27 13:49
9391,31752022,,,,2021/4/27 13:49,2021/4/27 13:49
9392,30233569,,,,2021/4/27 13:49,2021/4/27 13:49
9393,29055412,,,,2021/4/27 13:49,2021/4/27 13:49
9394,25010392,,,,2021/4/27 13:49,2021/4/27 13:49
9395,16403096,,,,2021/4/27 13:49,2021/4/27 13:49
9396,17870218,,,,2021/4/27 13:49,2021/4/27 13:49
9397,18800988,,,,2021/4/27 13:49,2021/4/27 13:49
9398,21355082,,,,2021/4/27 13:49,2021/4/27 13:49
9399,19164289,,,,2021/4/27 13:49,2021/4/27 13:49
9400,8182278,,,,2021/4/27 13:49,2021/4/27 13:49
9401,29915578,,,,2021/4/27 13:49,2021/4/27 13:49
9402,19158843,,,,2021/4/27 13:49,2021/4/27 13:49
9403,18564435,,,,2021/4/27 13:49,2021/4/27 13:49
9404,24942562,,,,2021/4/27 13:49,2021/4/27 13:49
9405,9714477,,,,2021/4/27 13:49,2021/4/27 13:49
9406,8043076,,,,2021/4/27 13:49,2021/4/27 13:49
9407,30103046,,,,2021/4/27 13:49,2021/4/27 13:49
9408,28321152,,,,2021/4/27 13:49,2021/4/27 13:49
9409,12653831,,,,2021/4/27 13:49,2021/4/27 13:49
9410,18219275,,,,2021/4/27 13:49,2021/4/27 13:49
9411,8816430,,,,2021/4/27 13:49,2021/4/27 13:49
9412,25695683,,,,2021/4/27 13:49,2021/4/27 13:49
9413,12878355,,,,2021/4/27 13:49,2021/4/27 13:49
9414,27177496,,,,2021/4/27 13:49,2021/4/27 13:49
9415,9008309,,,,2021/4/27 13:49,2021/4/27 13:49
9416,9166409,,,,2021/4/27 13:49,2021/4/27 13:49
9417,24711455,,,,2021/4/27 13:49,2021/4/27 13:49
9418,30239818,,,,2021/4/27 13:49,2021/4/27 13:49
9419,31582719,,,,2021/4/27 13:49,2021/4/27 13:49
9420,9701552,,,,2021/4/27 13:49,2021/4/27 13:49
9421,27346727,,,,2021/4/27 13:49,2021/4/27 13:49
9422,12664033,,,,2021/4/27 13:49,2021/4/27 13:49
9423,11857336,,,,2021/4/27 13:49,2021/4/27 13:49
9424,23368972,,,,2021/4/27 13:49,2021/4/27 13:49
9425,29749496,,,,2021/4/27 13:49,2021/4/27 13:49
9426,22294297,,,,2021/4/27 13:49,2021/4/27 13:49
9427,28469076,,,,2021/4/27 13:49,2021/4/27 13:49
9428,31340153,,,,2021/4/27 13:49,2021/4/27 13:49
9429,25252957,,,,2021/4/27 13:49,2021/4/27 13:49
9430,14675184,,,,2021/4/27 13:49,2021/4/27 13:49
9431,17431647,,,,2021/4/27 13:49,2021/4/27 13:49
9432,19155523,,,,2021/4/27 13:50,2021/4/27 13:50
9433,29922278,,,,2021/4/27 13:50,2021/4/27 13:50
9434,31379872,,,,2021/4/27 13:50,2021/4/27 13:50
9435,31599750,,,,2021/4/27 13:50,2021/4/27 13:50
9436,17518986,,,,2021/4/27 13:50,2021/4/27 13:50
9437,21078676,,,,2021/4/27 13:50,2021/4/27 13:50
9438,26303123,,,,2021/4/27 13:50,2021/4/27 13:50
9439,31106887,,,,2021/4/27 13:50,2021/4/27 13:50
9440,16698823,,,,2021/4/27 13:50,2021/4/27 13:50
9441,15210133,,,,2021/4/27 13:50,2021/4/27 13:50
9442,16722579,,,,2021/4/27 13:50,2021/4/27 13:50
9443,20716751,,,,2021/4/27 13:50,2021/4/27 13:50
9444,24503780,,,,2021/4/27 13:50,2021/4/27 13:50
9445,25227139,,,,2021/4/27 13:50,2021/4/27 13:50
9446,14761782,,,,2021/4/27 13:50,2021/4/27 13:50
9447,16917092,,,,2021/4/27 13:50,2021/4/27 13:50
9448,23137101,,,,2021/4/27 13:50,2021/4/27 13:50
9449,28527814,,,,2021/4/27 13:50,2021/4/27 13:50
9450,25516398,,,,2021/4/27 13:50,2021/4/27 13:50
9451,21789513,,,,2021/4/27 13:50,2021/4/27 13:50
9452,11063735,,,,2021/4/27 13:50,2021/4/27 13:50
9453,20864495,,,,2021/4/27 13:50,2021/4/27 13:50
9454,25616645,,,,2021/4/27 13:50,2021/4/27 13:50
9455,26735901,,,,2021/4/27 13:50,2021/4/27 13:50
9456,10594734,,,,2021/4/27 13:50,2021/4/27 13:50
9457,20940358,,,,2021/4/27 13:50,2021/4/27 13:50
9458,16175511,,,,2021/4/27 13:50,2021/4/27 13:50
9459,19279339,,,,2021/4/27 13:50,2021/4/27 13:50
9460,23671136,,,,2021/4/27 13:50,2021/4/27 13:50
9461,23810894,,,,2021/4/27 13:50,2021/4/27 13:50
9462,27831900,,,,2021/4/27 13:50,2021/4/27 13:50
9463,27532257,,,,2021/4/27 13:50,2021/4/27 13:50
9464,24070718,,,,2021/4/27 13:50,2021/4/27 13:50
9465,21193976,,,,2021/4/27 13:50,2021/4/27 13:50
9466,28442525,,,,2021/4/27 13:50,2021/4/27 13:50
9467,21859740,,,,2021/4/27 13:50,2021/4/27 13:50
9468,30993396,,,,2021/4/27 13:50,2021/4/27 13:50
9469,25820315,,,,2021/4/27 13:50,2021/4/27 13:50
9470,19095136,,,,2021/4/27 13:50,2021/4/27 13:50
9471,26187847,,,,2021/4/27 13:50,2021/4/27 13:50
9472,25659760,,,,2021/4/27 13:50,2021/4/27 13:50
9473,17045679,,,,2021/4/27 13:50,2021/4/27 13:50
9474,16061754,,,,2021/4/27 13:50,2021/4/27 13:50
9475,23500315,,,,2021/4/27 13:50,2021/4/27 13:50
9476,19016709,,,,2021/4/27 13:50,2021/4/27 13:50
9477,29607617,,,,2021/4/27 13:50,2021/4/27 13:50
9478,20302578,,,,2021/4/27 13:50,2021/4/27 13:50
9479,19945626,,,,2021/4/27 13:50,2021/4/27 13:50
9480,31611621,,,,2021/4/27 13:50,2021/4/27 13:50
9481,29044628,,,,2021/4/27 13:50,2021/4/27 13:50
9482,11153911,,,,2021/4/27 13:50,2021/4/27 13:50
9483,30663656,,,,2021/4/27 13:50,2021/4/27 13:50
9484,30967632,,,,2021/4/27 13:50,2021/4/27 13:50
9485,26833217,,,,2021/4/27 13:50,2021/4/27 13:50
9486,1569182,,,,2021/4/27 13:50,2021/4/27 13:50
9487,26097584,,,,2021/4/27 13:50,2021/4/27 13:50
9488,23643382,,,,2021/4/27 13:50,2021/4/27 13:50
9489,31553703,,,,2021/4/27 13:50,2021/4/27 13:50
9490,24040443,,,,2021/4/27 13:50,2021/4/27 13:50
9491,25395054,,,,2021/4/27 13:50,2021/4/27 13:50
9492,23637414,,,,2021/4/27 13:51,2021/4/27 13:51
9493,30998504,,,,2021/4/27 13:51,2021/4/27 13:51
9494,26704435,,,,2021/4/27 13:51,2021/4/27 13:51
9495,15505159,,,,2021/4/27 13:51,2021/4/27 13:51
9496,16275837,,,,2021/4/27 13:51,2021/4/27 13:51
9497,10627938,,,,2021/4/27 13:51,2021/4/27 13:51
9498,19908325,,,,2021/4/27 13:51,2021/4/27 13:51
9499,10802779,,,,2021/4/27 13:51,2021/4/27 13:51
9500,12360559,,,,2021/4/27 13:51,2021/4/27 13:51
9501,18267263,,,,2021/4/27 13:51,2021/4/27 13:51
9502,22266882,,,,2021/4/27 13:51,2021/4/27 13:51
9503,14872019,,,,2021/4/27 13:51,2021/4/27 13:51
9504,20925076,,,,2021/4/27 13:51,2021/4/27 13:51
