id,name,definition,synonyms,mms_code,cn_name,chapter,source,dermo_id,doid_id,orpha_codes,rsdb_id,snomed,omim,umls,mesh,genes,num_hpo,image_count,num_synonyms,has_def,is_leaf
icd11:1975361268,Porphyria or pseudoporphyria affecting the skin,Skin disorders resulting from or simulating disorders due to certain disorders of porphyrin metabolism.,,EB90.3,卟啉病或假卟啉病累及皮肤,14,foundation+mms,,,,,,,,,,0,0,0,True,False
icd11:220728152,Epithelioid sarcoma-like haemangioendothelioma of unspecified site,,,,,14,foundation,,,,,,,,,,0,0,0,False,True
icd11:783045723,Blastic plasmacytoid dendritic cell neoplasm,"Blastic plasmacytoid dendritic cell neoplasm (BPDCN) is a clinically aggressive tumour derived from the precursors of plasmacytoid dendritic cells (PDCs, also called professional type I interferon–producing cells or plasmacytoid monocytes), with a high frequency of cutaneous and bone marrow involvement and leukaemic dissemination.  There are currently no clues to the etiology of BPDCN, but its association with myelodysplastic syndrome (MDS) in some cases may suggest a related pathogenesis. Gene ",agranular CD4+/CD56+ haematodermic neoplasm | agranular CD4+ NK leukaemia | blastic NK-cell leukaemia/​lymphoma | blastic NK-cell lymphoma | blastic plasmacytoid dendritic cell lymphoma | BPDCN | CD4+/CD56+ hematodermic neoplasm,2A60.5,母细胞性浆细胞样树突细胞肿瘤,02,foundation+mms,DERMO:0001262,,,,"445030005 ""blastic plasmacytoid dendritic cell neoplasm"";445105005 ""blastic plasmacytoid dendritic cell neoplasm""",,,,,0,3,7,True,True
icd11:729749813,Pressure ulceration grade 4 of lower limb,,stage 4 decubitus ulcer of other sites of lower limb,,,14,foundation,,,,,,,,,,0,0,1,False,False
icd11:283910751,Allantoic duct remnants or cysts,"Any condition caused by failure of the umbilical cord to correctly develop during the antenatal period. These conditions are characterised by cysts or remnants of allantoic tissue within the umbilical cord, the umbilicus, or the urachus.",Malformations of urachus | Urachus remnants or cysts,LB03.0,脐尿管残余或囊肿,20,foundation+mms,,,,,,,,,,0,0,2,True,False
icd11:62999288,Diabetic dermopathy,"Diabetic dermopathy occurs in about 10% of diabetics. It presents with hyperpigmented, atrophic, well-demarcated skin lesions, typically located on the shins. An association between diabetic dermopathy and large-vessel disease (particularly coronary artery disease), neuropathy, nephropathy and retinopathy has been identified. Thus, diabetic dermopathy may be a clinical marker for the severity of systemic diabetic complications.   Always assign an additional code for the type of diabetes mellitus",,,,14,foundation,,,,,,,,,,0,86,0,True,True
icd11:1136579166,"Congenital ptosis, unilateral","This is a congenital drooping or falling of the upper or lower eyelid. The drooping may be worse after being awake longer, when the individual's muscles are tired. This condition is sometimes called \""lazy eye\"", but that term normally refers to amblyopia. If severe enough and left untreated, the drooping eyelid can cause other conditions, such as amblyopia or astigmatism. This diagnosis is occurring in one eye (unilateral).",,,,14,foundation,,,,,,,,,,0,0,0,True,True
icd11:2121996806,Omphalitis not of newborn,,infected umbilicus | infection of navel,,,14,foundation,,,,,,,,,,0,0,2,False,True
icd11:151754090,Hydrarthrosis of late yaws,,,,,14,foundation,,,,,,,,,,0,0,0,False,True
icd11:812792270,Contact dermatitis of female genitalia,"Contact dermatitis not specified as irritant or allergic affecting the vulva and surrounding skin. Irritant contact dermatitis is, however, much commoner than allergic contact dermatitis in this area.",,,,14,foundation,,,,,,,,,,0,0,0,True,False
icd11:435343272,Paragenital granulomatous schistosomiasis,,,,,14,foundation,,,,,,,,,,0,0,0,False,True
icd11:1465651353,Ear-lobe keloid,A common type of keloid which usually follows ear-piercing,Earlobe keloid,EE60.00,耳垂瘢痕疙瘩,14,foundation+mms,,,,,,,,,,0,0,1,True,True
icd11:1366276391,Genitocrural intertriginous candidosis,Secondary infection of genitocrural intertrigo with Candida species.,candidosis of the groin,,,14,foundation,,,,,,,,,,0,0,1,True,True
icd11:2004835031,Bite injury of skin,,,,,14,foundation,,,,,,,,,,0,0,0,False,False
icd11:1891839623,Gastric varices,"Abnormally dilated veins developed as portosystemic shunts in the lining of stomach (fundus and/or cardia) in patients with portal hypertension. Once gastric varices develop, they continue to grow, and bleeding from gastric varices can be fatal.",Gastric varices NOS | gastric varix | stomach varix,DA43.0,胃静脉曲张,13,foundation+mms,,,,,,,,,,0,1,3,True,False
icd11:1673144937,"Late syphilitic bursitis, ankle or foot",,"syphilitic bursitis, ankle or foot",,,14,foundation,,,,,,,,,,0,0,1,False,False
icd11:1487400105,"Corrosion of unspecified degree of shoulder and arm, except wrist or hand",,"corrosion of unspecified degree of shoulder and upper limb, except wrist and hand",,,14,foundation,,,,,,,,,,0,0,1,False,True
icd11:994394107,Habit tic deformity of nails,,,,,14,foundation,,,,,,,,,,0,0,0,False,False
icd11:655808502,Stucco keratosis,"Stucco keratoses manifest typically in older men as multiple small pale flat keratotic papules distributed symmetrically on the extensor surfaces of the lower legs, including the dorsa of the feet. The histopathology is distinct with dense orthokeratosis and \""church-spire\"" acanthosis, as may also be seen in acrokeratosis verruciformis and Darier disease.",keratosis alba,,,14,foundation,DERMO:0000783,,,,"103671002 ""stucco keratosis"";403869001 ""stucco keratosis"";25499005 ""stucco keratosis""",,,,,0,0,1,True,True
icd11:488102959,Syndromic ichthyosis,Hereditary disorders in which ichthyosis is associated with significant other abnormalities.,,LD27.2,鱼鳞病样综合征,20,foundation+mms,,,,,,,,,,0,0,0,True,False
icd11:783388945,Trichoteiromania,Hair damage and loss from chronic self-inflicted compulsive rubbing of scalp hair.,,,,14,foundation,,,,,,,,,,0,3,0,True,True
icd11:1432427836,Drug-induced onycholysis,,medicament-induced onycholysis,,,14,foundation,,,,,,,,,,0,0,1,False,True
icd11:1393869347,Pressure ulceration grade 3 of upper back,,,,,14,foundation,,,,,,,,,,0,0,0,False,True
icd11:215528867,Chronic urticaria due to underlying infection or infestation,"Chronic urticaria provoked by an identifiable infection or infestation. The triggers may be bacteria, viruses or parasites.",,,,14,foundation,,,,,,,,,,0,0,0,True,True
icd11:464336101,Acute radiodermatitis following radiotherapy,"The reaction of the skin, and in particular the epidermis, to acute exposure to ionising radiation directed at the skin for therapeutic purposes. It manifests as inflammation, erosion and crusting.",Acute cutaneous radiation reaction,EL60,放射治疗后的急性放射性皮炎,14,foundation+mms,,,,,,,,,,0,0,1,True,False
icd11:1083416155,Dermal elastolysis,,,,,14,foundation,,,,,,,,,,0,0,0,False,False
icd11:1537338570,Fournier gangrene of the vulva or perineum,,,,,14,foundation,,,,,,,,,,0,0,0,False,True
icd11:1280818714,Cutaneous markers of disorders of the digestive system,Cutaneous disorders which are associated with diseases affecting the digestive system and which may thus assist in the diagnosis of the latter.,Mycosis-like pyoderma,,,14,foundation,,,,,,,,,,0,0,1,True,False
icd11:1702915822,Cutaneous reactions to zoonotic mites,Cutaneous reactions to mites which normally infest non-human hosts.,,,,14,foundation,,,,,,,,,,0,0,0,True,False
icd11:633463315,X-linked dominant congenital generalised hypertrichosis,"X-linked congenital generalised hypertrichosis is an extremely rare type of hypertrichosis lanuginosa congenita, a congenital skin disease, which is characterised by hair overgrowth on the entire body in males, and mild and asymmetric hair overgrowth in females. It is associated with a mild facial dysmorphism (anteverted nostrils, moderate prognathism), and, in a kindred, it was also associated with dental anomalies and deafness.",Macias-Flores syndrome,,,14,foundation,,,,,,,,,,0,0,1,True,True
icd11:1505179968,Complete trisomy 18,"Trisomy 18 is a chromosomal abnormality associated with the presence of an extra chromosome 18 and characterised by growth delay, dolichocephaly, a characteristic facies, limb anomalies and visceral malformations.",Edwards syndrome | abnormal autosomes 18 | complete trisomy 18 syndrome | e3 trisomy | trisomy 18 | trisomy 18 chromosome | trisomy 18 syndrome,LD40.2,完全型18三体,20,foundation+mms,,,,,,,,,,0,6,7,True,False
icd11:1753199922,Frostbite with tissue necrosis of head,,Frostbite of head with tissue necrosis,,,14,foundation,,,,,,,,,,0,0,1,False,False
icd11:441810052,HIV-modified psoriasis,"Psoriasis may appear de novo or worsen considerably in people with uncontrolled HIV infection or AIDS. HIV-associated psoriasis can be clinically confusing because several comorbid skin disorders in patients with HIV can mimic psoriasis. Furthermore, the management of moderate and severe HIV-associated psoriasis is challenging\: most conventional systemic treatments are contraindicated but patients typically improve with highly active antiretroviral therapy.",,,,14,foundation,,,,,,,,,,0,0,0,True,True
icd11:1532477280,Acquired deformity of tongue,,,,,14,foundation,,,,,,,,,,0,0,0,False,True
icd11:49558793,Cellulite,"Cellulite is a common architectural derangement of subcutaneous adipose tissue which results in dimpling and nodularity of the overlying skin. It is seen most commonly in postpubertal women and affects principally the pelvic region, lower limbs, and abdomen. It is thought to result from herniation of multiple small aggregates of subcutaneous fat through the fibrous tissue at the dermohypodermal junction. Obesity predisposes to but is not necessary for its development. The term is in widespread u",,EF02.3,脂肪团,14,foundation+mms,,,,,,,,,,0,14,0,True,True
icd11:1412478956,Parkes-Weber syndrome,Parkes-Weber syndrome (OMIM 608355) is characterised by one or more cutaneous capillary malformations associated with underlying multiple micro-arteriovenous malformations and soft tissue and skeletal hypertrophy of the affected limb. Cases in which the there are multiple capillary malformations have been found to have a mutation in the RASA1 gene. It differs from Klippel-Trénaunay syndrome in which the vascular malformations are slow flow and there is no association with the RASA1 gene.,,,,14,foundation,,,,,,,,,,0,10,0,True,True
icd11:1320584204,Raynaud phenomenon caused or exacerbated by occupation,"Raynaud phenomenon attributable to work. It is well recognised as a consequence of repeated, prolonged use of hand-held vibrating machinery. More commonly, exposure to cold at work may interfere with the ability of individuals with primary Raynaud disease (or with secondary Raynaud phenomenon from diseases such as systemic sclerosis) to continue in work where such exposure is unavoidable.",,,,14,foundation,,,,,,,,,,0,0,0,True,True
icd11:690728790,Dorfman-Chanarin disease,"This refers to an autosomal recessive disorder characterised by accumulation of triglycerides in the cytoplasm of leukocytes, muscle, liver, fibroblasts, and other tissues.",NLSDI - [Neutral lipid storage disease with ichthyosis] | Neutral lipid storage disease with ichthyosis | Chanarin-Dorfman syndrome,,,14,foundation,DERMO:0000039,"DOID:0050729 ""neutral lipid storage disease with ichthyosis""",ORPHA:98907,93,,"604780 ""neutral lipid storage disease with ichthyosis"";275630",C0268238,,,36,0,3,True,True
icd11:1516230030,Late congenital syphilitic polyneuropathy,"This is a late congenital, sexually transmitted infection caused by the spirochete bacterium Treponema pallidum subspecies pallidum. This diagnosis is with polyneuropathy.",,,,14,foundation,,,,,,,,,,0,0,0,True,True
icd11:719536791,Genetically-determined hypertrichosis,Increased non-androgen-dependent hair growth due to genetic abnormality,,EC21.4,遗传性多毛症,14,foundation+mms,,,,,,,,,,0,0,0,True,False
icd11:1573156261,Cutaneous microvascular disturbances due to cryoglobulins,,,,,14,foundation,,,,,,,,,,0,0,0,False,False
icd11:541009954,Structural developmental anomalies of eyelids,,malformations of eyelids,LA14.0,眼睑发育异常,20,foundation+mms,,,,,,,,,,0,0,1,False,False
icd11:1816007840,Yellow oculocutaneous albinism,"Yellow OCA is a variant of OCA-1B where patients are born with no pigment and associated severe visual problems, but develop some pigmentation, principally yellow-red phaeomelanin, from early childhood. This form is primarily reported in the Amish population of North America.","Oculocutaneous albinism, Amish type",,,14,foundation,,,,,,,,,,0,0,1,True,True
icd11:1767901586,"Junctional malignant melanoma in naevus junction, unspecified site",,,,,14,foundation,,,,,,,,,,0,0,0,False,True
icd11:385674088,Specified cutaneous complications of cosmetic procedures,Adverse outcomes from interventions performed on the skin primarily for aesthetic reasons,Postprocedural complications of cosmetic procedures performed on the skin,,,14,foundation,,,,,,,,,,0,0,1,True,False
icd11:1678463194,Ocular juvenile xanthogranuloma,,,,,14,foundation,,,,,,,,,,0,0,0,False,True
icd11:1412221345,Mucopolysaccharidosis type 2B,"Mucopolysaccharidosis type 2, attenuated form, the less severe form of mucopolysaccharidosis type 2, leads to a massive accumulation of glycosaminoglycans and a wide variety of symptoms including distinctive facies, short stature, cardiorespiratory and skeletal findings. It is differentiated from mucopolysaccharidosis type 2, severe form by the absence of cognitive decline.","Hunter syndrome type B | Iduronate 2-sulfatase deficiency type B | Mucopolysaccharidosis type 2, attenuated form | Mucopolysaccharidosis type 2, mild form",,,14,foundation,,,ORPHA:217093,832,,309900,,,,0,0,4,True,True
icd11:1945204699,Superficial frostbite of wrist,,,,,14,foundation,,,,,,,,,,0,0,0,False,True
icd11:222407548,Menopausal hot flush,"A condition affecting females, caused by hormonal changes associated with menopause. This condition is characterised by recurrent and transient periods of flushing, sweating, and a systemic sensation of heat. This condition may also present with palpitations, anxiety, or periods of heat followed by chills.",Hot flush,GA30.4,,14,foundation,,,,,,,,,,0,0,1,True,True
icd11:913864335,Adult linear IgA bullous dermatosis,"Adult linear IgA bullous dermatosis is an autoimmune skin disease characterised by blisters on the skin and mucous membranes. The exact causes of the disease are unknown but the disease is mediated by IgA autoantibodies to hemidesmosome and basement membrane components BP180 and its shed ectodomain, BP230 and LAD285. The disease affects adults of all ages including young adults but is most common in old age. Those rare patients with very prominent mucosal involvement with scarring are now classi","Linear IgA bullous dermatosis, adult form",,,14,foundation,,,,,,,,,,0,0,1,True,True
icd11:1902973919,Silica granuloma,"Silica granulomata are granulomatous reactions resulting from traumatic inoculation of sand, glass particles or other silica-containing materials into the skin. They present months to years after injury, which may not be recalled, as single or multiple erythematous, firm, non-tender, dermal or subcutaneous nodules.",Foreign body granuloma due to silica,,,14,foundation,,,,,,,,,,0,2,1,True,True
icd11:614000128,Streptobacillosis,"A disease caused by an infection with the gram-negative bacteria Streptobacillus moniliformis. This disease is characterised by systemic illness with fever, chills, rash, and polyarthralgias. Transmission is commonly by direct contact through the bite or scratch of an infected rat. Confirmation is by identification of Streptobacillus in blood or joint samples.",Epidemic arthritic erythema | Erythema arthriticum epidemicum | Haverhill fever | Rat-bite fever due to Streptobacillus moniliformis | Streptobacillary rat-bite fever | erythema arthriticum epidemicum | haverhill fever,1B90.1,链杆菌病,01,foundation+mms,DERMO:0002157,"DOID:12097 ""rat-bite fever""",,,"1685005 ""rat-bite fever""",,,,,0,0,7,True,True
icd11:1076180398,Photo-allergic contact dermatitis due to fragrances,,,,,14,foundation,,,,,,,,,,0,0,0,False,True
icd11:18206903,Varicella zoster infection of skin,Varicella zoster virus of skin and mucous membranes including chickenpox and Herpes zoster,,,,14,foundation,,,,,,,,,,0,0,0,True,False
icd11:985332552,Occupationally-acquired dermatosis due to exposure to cold,"Skin disorder caused by occupational exposure to cold or a cold environment. Examples include cold urticaria, frostbite and chilblains.",,,,14,foundation,,,,,,,,,,0,0,0,True,True
icd11:611851027,Mansonelliasis due to Mansonella ozzardi,,Infection due to Mansonella ozzardi | filariasis ozzardi | mansonella ozzardi filariasis | ozzardian filariasis,,,14,foundation,,,,,,,,,,0,0,4,False,True
icd11:1858371538,Infantile stiff skin syndromes,,,,,14,foundation,,,,,,,,,,0,0,0,False,False
icd11:595492502,Late congenital syphilitic optic atrophy,"This is a late congenital, sexually transmitted infection caused by the spirochete bacterium Treponema pallidum subspecies pallidum. This diagnosis is with optic atrophy.",,,,14,foundation,,,,,,,,,,0,0,0,True,True
icd11:131378528,Dermatoses resulting from vascular insufficiency,,,,血管功能不全导致的皮肤病,14,foundation+mms,,,,,,,,,,0,0,0,False,False
icd11:1361333197,Eosinophilia myalgia syndrome,,EMS - [eosinophilia myalgia syndrome],,,14,foundation,,,,,,,,,,0,0,1,False,True
icd11:1471948086,Vibratory angioedema,"Vibratory angioedema is a rare type of physical skin reactivity in which vibration from stimuli such as jogging, vigorous towelling or contact with vibrating machinery causes the rapid development of localised erythema and oedema; these normally settle within a few hours. The condition is usually familial but may be sporadic. It may be associated with other forms of physical urticaria.",,,,14,foundation,DERMO:0003088,,ORPHA:493348,889,"238694002 ""vibratory angioedema""",125630,,,,0,0,0,True,True
icd11:67208630,Oral allergy syndrome,"Type I IgE-mediated immediate immune reaction limited to the lips, oral cavity, tongue and throat caused by direct contact with allergen in sensitized patient. Symptoms include mucosal swelling, itching or a burning sensation.",Pollen-food allergy syndrome | pollen-associated food allergy syndrome,EK10.0,口腔变态反应综合征,14,foundation+mms,,,,,,,,,,0,0,2,True,True
icd11:163537370,Allergic contact gingivostomatitis,Allergic contact dermatitis affecting the gingivae and oral mucosa.,Allergic contact stomatitis,DA02.30,变应性接触性龈口炎,13,foundation+mms,,,,,,,,,,0,2,1,True,True
icd11:1256355296,Microstomia,"A condition of the mouth, caused by congenital genetic mutation, burns, or injury. This condition is characterised by reduction in the size of the oral aperture with or without involvement of the entire oral cavity.",,LA31.4,小口,20,foundation+mms,,,,,,,,,,0,10,0,True,True
icd11:1064517384,Eccrine syringofibradenoma,,,,,14,foundation,,,,,,,,,,0,0,0,False,True
icd11:107388709,Otomycosis,"Fungal infection of the ear. Otomycosis is due to Aspergillus spp., especially A. niger, in 75% or more of cases and Candida in most of the remainder.",,AA03,,14,foundation,,,,,,,,,,0,2,0,True,False
icd11:2061271525,Chronic blistering skin disorder,"A provisional diagnosis for a chronic blistering skin disorder of unknown or uncertain nature. Examples include chronic vesicular dermatitis of the hands and feet, epidermolysis bullosa and immunobullous disorders such as bullous pemphigoid.",Unspecified bullous dermatosis,ME63.3,慢性水疱性皮肤病,21,foundation+mms,,,,,,,,,,0,0,1,True,True
icd11:706519644,"Congenital lipoid adrenal hyperplasia due to STAR deficiency, nonclassic form","This is an endocrine disorder that is an uncommon and potentially lethal form of congenital adrenal hyperplasia (CAH). This diagnosis is due to STAR deficiency, nonclassic form.",,,,14,foundation,,,,,,,,,,0,0,0,True,True
icd11:500716388,Callus,,callosity | intractable plantar or palmar keratosis | tyloma,,,14,foundation,DERMO:0002931,,,,"201040000 ""callus""",,,,,0,88,3,False,True
icd11:1598961655,Hand and arm vibration syndrome,Hand Transmitted Vibration is mechanical vibration arising from powered processes or tools which enters the body at the fingers or the palm of the hands. As a consequence of this exposure some people develop a secondary Raynaud’s phenomenon and / or peripheral sensory neuropathy affecting the hands.,HAVS - [hand arm vibration syndrome] | Vibration white finger | pneumatic hammer disease | spastic anaemia | traumatic vasospastic disease of the hand | dead finger | hand-arm vibration syndrome,NF08.20,手和手臂振动综合征,22,foundation+mms,DERMO:0001384,,,,"234034005 ""vibration white finger""",,,,,0,0,7,True,True
icd11:1065104756,Postinfective hypomelanosis,Hypomelanosis attributable to preceding infective disorders such as pityriasis versicolor and varicella. The pigment loss is most apparent in dark-skinned individuals and may cause significant psychological distress but usually gradually resolves.,,,,14,foundation,,,,,,,,,,0,0,0,True,False
icd11:175216536,Eccrine hidrocystoma,,,,,14,foundation,DERMO:0000830,,,,"254716005 ""eccrine hidrocystoma""",,,,,0,0,0,False,True
icd11:21232429,"Necrotising fasciitis, neck",,,,,14,foundation,,,,,,,,,,0,0,0,False,True
icd11:436079981,Birt-Hogg-Dubé syndrome,"Birt-Hogg-Dubé syndrome is a rare familial disorder characterised by benign skin lesions (fibrofolliculomas, trichodiscomas and skin tags), benign and malignant renal tumours, and pulmonary cysts that may be associated with pneumothorax.",Fibrofolliculomas with trichodiscomas and acrochordons,,,14,foundation,,,ORPHA:122,68,,135150,C0346010,D058249,,22,16,1,True,True
icd11:835880885,Eosinophilic granulomatosis with polyangiitis,"Eosinophil-rich and necrotizing granulomatous inflammation often involving the respiratory tract, and necrotizing vasculitis predominantly affecting small to medium-sized vessels, and associated with asthma and eosinophilia. ANCA is most frequent when glomerulonephritis is present. (Arthritis Rheum 1990;33\:1094-1100)",Allergic granulomatous angiitis | Churg-Strauss syndrome | Churg-Strauss vasculitis | allergic angiitis and granulomatosis | churg-strauss granuloma | churg-strauss vasculitis | cutaneous extravascular necrotising granuloma | granulomatous vasculitis of churg-strauss | palisaded neutrophilic and granulomatous dermatitis | PNGD,4A44.A2,嗜酸性肉芽肿性多血管炎,04,foundation+mms,DERMO:0001948,"DOID:3049 ""churg-strauss syndrome""",,,"82275008 ""churg-strauss syndrome""",,,,,0,1,12,True,True
icd11:1125881661,Neurosyphilitic ataxia,,syphilitic ataxia | syphilitic locomotor ataxia,,,14,foundation,,,,,,,,,,0,0,2,False,True
icd11:1624623908,Complete trisomy 21,"Trisomy 21 is a chromosomal abnormality, characterised by the presence of a third (partial or total) copy of chromosome 21, which clinical manifestations include variable intellectual deficiency, muscular hypotonia and joint laxity, often associated with facial dysmorphism and variable malformations (essentially heart and digestive) and a risk of complications (epilepsy, leukemia, auto-immune and endocrine pathologies, earlier aging and Alzheimer disease.",Chromosome 21 trisomy | Down syndrome | Trisomy 21 NOS | Trisomy 21 syndrome | abnormal autosomes 21,LD40.0,完全型21三体,20,foundation+mms,,,,,,,,,,0,3,5,True,False
icd11:1941547119,Hereditary palmoplantar keratodermas,Heritable disorders of keratinisation of the skin of the palms and soles.,,EC20.3,遗传性掌跖角皮病,14,foundation+mms,,,,,,,,,,0,0,0,True,False
icd11:777941283,Nail pterygium,,,,,14,foundation,,,,,,,,,,0,0,0,False,False
icd11:707540125,Skin peeling,A range of hereditary and acquired disorders characterised by an increased tendency to superficial skin peeling.,,ED53,皮肤剥脱,14,foundation+mms,,,,,,,,,,0,0,0,True,False
icd11:1414797713,Trichoblastoma,,,,,14,foundation,DERMO:0000864,,,,"277942005 ""trichoblastoma""",,,,,0,52,0,False,False
icd11:523990565,"Panniculitis, unspecified, multiple sites",,"panniculitis of undetermined or unspecified etiology, multiple sites",,,14,foundation,,,,,,,,,,0,0,1,False,True
icd11:946135091,Abscess of periodontium,localised purulent infection of periodontal tissues; common clinical feature in patients with moderate or advanced periodontitis.,Periodontal abscess,DA0C.4,牙周脓肿,13,foundation+mms,,,,,,,,,,0,0,1,True,False
icd11:967695250,Pustular rash,,,,,14,foundation,,,,,,,,,,0,0,0,False,True
icd11:1011705244,Hashimoto-Pritzker syndrome,"Hashimoto-Pritzker syndrome, also known as congenital self-healing reticulo-histiocytosis or Hashimoto-Pritzker histiocytosis (HPH) is a variant of Langerhans cell histiocytosis. Classic signs and symptoms include congenital or early development of red-brown skin lesions in the form of painless papules, nodules or plaques with spontaneous regression in 2-3 months, and increase of a type of immune cells known as Langerhans cell histiocytes. An excess of immature Langerhans cells usually forms tum",HPH - [Hashimoto-Pritzker histiocytosis] | Hashimoto-Pritzker histiocytosis,,,14,foundation,,,,,,,,,,0,2,2,True,True
icd11:550889838,Familial hypobetalipoproteinaemia,"Familial hypobetalipoproteinemia is the familial form of hypobetalipoproteinemia, which is characterised by permanently low levels (below the 5th percentile) of apolipoprotein B and LDL cholesterol. It can be severe with early onset (abetalipoproteinemia/ homozygous familial hypobetalipoproteinemia; see this term) or benign (benign familial hypobetalipoproteinemia; see this term).",,,,14,foundation,,,,,,,,,,0,0,0,True,False
icd11:670519908,Macroglossia,"Macroglossia is the medical term for a large or enlarged tongue. It may be due to a variety of congenital and acquired conditions. Isolated macroglossia has no determinable cause. It is seen commonly in Down syndrome. The most common causes of tongue enlargement are vascular malformations (e.g. lymphangioma or haemangioma) and muscular hypertrophy. It may, however, be due to infiltration, as with primary systemic amyloidosis.",acquired macroglossia NOS,DA03.5,巨舌,13,foundation+mms,,,,,,,,,,0,10,1,True,False
icd11:1314778844,"Punctate palmoplantar keratoderma, type 1",,"Brauer-Buschke-Fischer | Keratoderma punctata | PPKP1 - [Punctate palmoplantar keratoderma, type 1] (MIM 148600)",,,14,foundation,,,ORPHA:79501,,,,,,,0,0,3,False,True
icd11:1084365812,Systemic sclerosis,"Systemic sclerosis is a systemic disorder of the connective tissue; manifested by hardening and thickening of the skin, by abnormalities involving the microvasculature and larger vessels, and by fibrotic degenerative changes in various body organs including the heart, lungs, kidneys, and gastrointestinal tract.",Systemic scleroderma | progressive scleroderma | progressive systemic sclerosis | scleroderma | SSc,4A42,系统性硬化症,04,foundation+mms,DERMO:0001903,"DOID:418 ""systemic sclerosis""",ORPHA:90291,466,"89155008 ""systemic sclerosis"";156451000 ""systemic sclerosis"";201440007 ""systemic sclerosis"";268049000 ""systemic sclerosis""",181750,C0036421,,,57,41,5,True,False
icd11:910632716,Mevalonate kinase deficiency with recurrent fever,"Mevalonate kinase \[MVK\] deficiency with recurrent fever, with or without hyperIgD, is an autoinflammatory disease associated with mutations in the mevalonate kinase gene. This results in clinical attacks of inflammation in the form of fever, lymphadenopathy, enlarged spleen and serositis along with increased acute phase reactants.",Dutch-type periodic fever | HIDS - [Hyper-IgD syndrome] | Hyper-IgD syndrome | Hyperimmunoglobinaemia D with recurrent fever | Hyperimmunoglobulinaemia D with periodic fever | MVK [mevalonate kinase deficiency] with recurrent fever,,,14,foundation,,,ORPHA:343,252,,260920,C0398691,,,50,0,6,True,True
icd11:837824031,"Hereditary acrokeratotic poikiloderma, Weary type",,,,,14,foundation,,,,,,,,,,0,0,0,False,True
icd11:1925980328,"Epibulbar choristoma, bilateral",,,,,14,foundation,,,,,,,,,,0,0,0,False,True
icd11:809462926,Protein contact dermatitis due to animal protein,"Contact dermatitis due to exposure to animal material such as dander, feathers or body fluids; or to animal-derived products including milk, eggs, seafood, fish and meat.",,,,14,foundation,,,,,,,,,,0,0,0,True,True
icd11:1802744047,Acanthosis of tongue,,,,,14,foundation,,,,,,,,,,0,0,0,False,True
icd11:1167696989,Drug-induced ichthyosis,,,,,14,foundation,,,,,,,,,,0,0,0,False,True
icd11:647749158,Ocular rosacea,"Manifestations of ocular rosacea range from minor irritation, foreign body sensation, dryness, and blurry vision to severe ocular surface disruption and inflammatory keratitis. Patients frequently describe a gritty feeling, and they commonly experience blepharitis and conjunctivitis. Other ocular findings include lid margin and conjunctival telangiectases, eyelid thickening, eyelid crusts and scales, chalazia and hordeola, punctate epithelial erosions, corneal infiltrates, corneal ulcers, cornea",,,,14,foundation,DERMO:0002496,,,,"200933006 ""ocular rosacea""",,,,,0,0,0,True,False
icd11:751866280,Soft corn,A soft corn is a painful callosity extending from the side of one toe across to the side of the adjacent toe. It is normally caused by lateral pressure from ill-fitting footwear and appears white as a result of maceration of the excess keratin.,Heloma molle | heloma molle,EH92.01,软鸡眼,14,foundation+mms,DERMO:0002933,,,,"37866007 ""soft corn""",,,,,0,2,2,True,True
icd11:448453795,Acute guttate psoriasis,Acute onset of guttate psoriasis in the absence of current plaque psoriasis and typically triggered by streptococcal sore throat or tonsillitis.,,,,14,foundation,,,,,,,,,,0,0,0,True,True
icd11:809274283,Pressure ulceration grade 3 of iliac crest,,stage 3 decubitus ulcer of iliac crest,,,14,foundation,,,,,,,,,,0,0,1,False,True
icd11:1358020385,Sézary syndrome,"A generalised peripheral (mature) T-cell neoplasm characterised by the presence of erythroderma, lymphadenopathy, and neoplastic, cerebriform T-lymphocytes in the blood. Sézary syndrome is an aggressive disease.",Sezary syndrome | SS,2B02,Sézary综合征,02,foundation+mms,DERMO:0001238,"DOID:8541 ""sezary syndrome""",ORPHA:3162,450,"4950009 ""sezary syndrome""",,C0036920,D012751,,24,55,2,True,True
icd11:1360191460,Erythrodermas of infancy,,,EH40.2,婴儿红皮病,14,foundation+mms,,,,,,,,,,0,0,0,False,False
icd11:395290836,"Suspected deep pressure-induced tissue damage, depth unknown of lower limb",,,,,14,foundation,,,,,,,,,,0,0,0,False,False
icd11:17087877,Severe T-cell immunodeficiency - congenital alopecia - nail dystrophy,,SCID - [Severe combined immunodeficiency] due to winged helix deficiency,,,14,foundation,,,,,,,,,,0,0,1,False,True
icd11:1454063618,Pseudoporphyria,The development of blistering of exposed skin on the extremities resembling porphyria cutanea tarda without demonstrable abnormalities of porphyrin metabolism.,bullous dermatosis of dialysis | pseudoporphyria cutanea tarda,EB90.30,假卟啉病,14,foundation+mms,DERMO:0002714,,,,"95565000 ""pseudoporphyria""",,,,,0,0,2,True,False
icd11:1471544573,Pyoderma gangrenosum linked to certain specified identified triggers,,,,,14,foundation,,,,,,,,,,0,0,0,False,False
